,document_title,question_text,yes_no_answer,short_answer1,short_answer2,short_answer3,short_answer4,short_answer5,short_answer6,short_answer7,short_answer8,short_answer9,short_answer10,short_answer11,short_answer12,short_answer13,short_answer14,short_answer15,short_answer16,short_answer17,short_answer18,short_answer19,short_answer20,short_answer21,short_answer22,short_answer23,short_answer24,short_answer25,short_answer26,short_answer27,short_answer28,short_answer29,short_answer30,short_answer31,short_answer32,short_answer33,short_answer34,short_answer35,short_answer36,short_answer37,short_answer38,short_answer39,short_answer40,short_answer41,short_answer42,short_answer43,short_answer44,short_answer45,short_answer46,short_answer47,short_answer48,short_answer49,short_answer50
0,Fleet vehicle,what does it mean if a car is a fleet vehicle,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","groups of motor vehicles owned or leased by a business , government agency or other organization rather than by an individual or family","owned or leased by a business , government agency or other organization rather than by an individual or family",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,A Man and a Woman,a man and a woman (un homme et une femme) (vocal),"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Roar (song),theme of the song roar by katy perry,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",standing up for oneself,self - empowerment,"' pick yourself up and dust yourself off and keep going ' , female - empowerment song '' and `` kind of an epiphany song . ''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,National Football League Draft,who picks the players in the nfl draft,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","NFL coaches , general managers , and scouts",each team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Virgin Islands Americans,are citizens of us virgin islands us citizens,"['NONE', 'NONE', 'YES', 'YES', 'YES']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Whigs (British political party),who were the whigs and what did they stand for,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Three Witches,who has nightmares about the witches in macbeth,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,California Gold Rush,who discovered gold in the sierra nevada of california,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",James W. Marshall,James W. Marshall,James W. Marshall,James W. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rear-view mirror,which mirror is used in vehicles for rear view,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",rear - view mirror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,FIS Alpine World Ski Championships 2011,how many medals did austria win in the 2011 alpine skiing world championships,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",8,8,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Phantom of the Opera (1986 musical),who wrote lyrics for phantom of the opera,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Charles Hart and Richard Stilgoe,Charles Hart and Richard Stilgoe,Charles Hart,Richard Stilgoe,Charles Hart,Richard Stilgoe,Charles Hart,Richard Stilgoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Walt Disney Company,why did walt disney create the walt disney company,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Central Germany (cultural area),what culture region is germany a part of,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Central Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Freddie Highmore,who plays norman bates brother on bates motel,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mount & Blade: With Fire & Sword,mount and blade with fire and sword time period,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",1648 - 51,1648 - 51,1648 - 51,1648 - 51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,RuPaul's Drag Race (season 10),when did they film season 10 of drag race,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Single-payer healthcare,who pays medical bills in great britain where does the money come from to pay these bills,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",general taxation,taxes,"free at the point of use , being paid for from general taxation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Trolls: The Beat Goes On!,who plays poppy in the beat goes on,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Amanda Leighton,Amanda Leighton,Amanda Leighton,Amanda Leighton,Amanda Leighton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Shooting ranges in the United States,do you have to have a gun permit to shoot at a range,"['NO', 'NO', 'NO', 'NONE', 'NONE']",no license or advanced training beyond just firearm familiarization ( for rentals ) and range rules familiarization is usually required for using a shooting range in the United States,"Typically , no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of women CEOs of Fortune 500 companies,how many ceos of fortune 500 companies are female,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",32,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Assault rifle,when did the assault rifle become available to the public,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Flash (season 4),how many episodes is season 4 of the flash,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",23,23 episodes,23,19,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Zadok the Priest,program to help the king to save the kingdom,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Reuleaux triangle,which 2d shape has the most number of axes of symmetry,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cincinnati Bengals,when was the last time the bengals won the superbowl,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of Citizen Khan episodes,when is the next episode of citizen khan coming out,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dancing with the Stars (U.S. season 16),where did zendaya place in dancing with the stars,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Runner - up,Runner - up,Runner - up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Baca family of New Mexico,where does the last name baca come from,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",New Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Geographical centre of Earth,what is in the centre of the earth,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Shadowhunters,when does shadowhunters season 1 come out on dvd,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Basset Hound,what's the average lifespan of a basset hound,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Median 10 -- 12 years,10 -- 12 years,10 -- 12 years,10 -- 12 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2015 Rugby World Cup,where was the 2015 rugby union world cup held,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",England,Wales,England,England,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"United Kingdom general election, 1945",in 1945 which party came into power in england,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Labour,Conservative,Labour Party,Labour Party,Labour Party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Porter Airlines,where does porter fly out of in toronto,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Billy Bishop Toronto City Airport,Billy Bishop Toronto City Airport on the Toronto Islands,"Billy Bishop Toronto City Airport on the Toronto Islands in Toronto , Ontario , Canada",Billy Bishop Toronto City Airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Appointment and confirmation to the Supreme Court of the United States,how many votes to approve supreme court justice,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",A simple majority,A simple majority vote,A simple majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jockstrap,when was the first testicular guard used in cricket,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Product Recall,episode of the office when jim pretends to be dwight,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Trade winds,what purpose did seasonal monsoon winds have on trade,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",enabled European empire expansion into the Americas and trade routes to become established across the Atlantic and Pacific oceans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,High School Musical 2,where did they film high school musical two,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of Nobel laureates in Physics,who got the first nobel prize in physics,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","Wilhelm Conrad Röntgen , of Germany","Wilhelm Conrad Röntgen , of Germany",Wilhelm Conrad Röntgen,Wilhelm Conrad Röntgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Alice in Wonderland (1951 film),who has the rights to alice in wonderland,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Deadpool 2,when is the next deadpool movie being released,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","May 18 , 2018","May 18 , 2018","May 18 , 2018","May 18 , 2018","May 18 , 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Vinson Massif,what is the lowest recorded temperature on mount vinson,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tangled: The Series,when is the next tangled the series episode coming out,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Fortnite,where did the idea of fortnite come from,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",as a cross between Minecraft and Left 4 Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Texas Flip N Move,texas flip and move how does it work,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Economy of the Ming dynasty,global trade during the ming dynasty of china,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Shortwave radio,which mode is used for short wave broadcast service,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",MFSK,Olivia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,National Senior Certificate,what are the requirements of passing national senior certificate,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Geography of Nigeria,the south west wind blows across nigeria between,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",arrives in central Nigeria in July,till September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Health (gaming),what does hp mean in war and order,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",hit points or health points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cyrus Cylinder,who wrote the first declaration of human rights,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Cyrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sukiyaki (song),my first love was a castle in the sky,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Warsaw, Missouri",how do i get to warsaw missouri from here,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Governor-General of India,who was the governor general of india when country became independent,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","Louis Mountbatten , 1st Earl Mountbatten of Burma","Louis Mountbatten , 1st Earl Mountbatten of Burma","Louis Mountbatten , 1st Earl Mountbatten of Burma",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Reading F.C.,who is the owner of reading football club,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Dai Yongge,Dai Xiuli,Dai Yongge and Dai Xiuli ( majority ),Xiu Li Dai,Yongge Dai,Dai Yongge and Dai Xiuli ( majority ),Xiu Li Dai,Yongge Dai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Acute hemolytic transfusion reaction,what happens to the rbc in acute hemolytic reaction,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",rapid destruction of the donor red blood cells by host antibodies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,National Flood Insurance Program,in us national flood insurance is available for which of the following,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tuskegee Airmen,where did the first african american air force unit train,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","Moton Field , the Tuskegee Army Air Field",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Seedless fruit,what is the only fruit that does not have seeds,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of Scandal episodes,when is the next scandal episode coming out,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","February 1 , 2018","February 1 , 2018","February 1 , 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Philadelphia Eagles,when is the last time the philadelphia won the superbowl,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","Super Bowl LII ,",2017,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Like a Boss,where does the saying like a boss come from,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Who Lives, Who Dies, Who Tells Your Story",who lives who dies who tells your atory lyrics,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Whistleblower Protection Act,the primary reason for the creation of federal whistleblower statutes was to,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Wade in the Water,meaning of lyrics to wade in the water,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of nominated members of Rajya Sabha,who was the first lady nominated member of the rajya sabha,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Mary Kom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Game seven,when was the last time the world series went less than 7 games,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of NBA players who have spent their entire career with one franchise,who has played for the most nba teams,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Hawaii,when did hawaii become a state and why,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Adobe Flash Player,what is the most current adobe flash player version,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",28.0. 0.137,28.0. 0.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Sleeping Beauty (ballet),swan lake the sleeping beauty and the nutcracker are three famous ballets by,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Pyotr Ilyich Tchaikovsky,Pyotr Ilyich Tchaikovsky,Pyotr Ilyich Tchaikovsky,Pyotr Ilyich Tchaikovsky,Pyotr Ilyich Tchaikovsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of James Bond villains,bond villain has a good head for numbers,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Speed limit,how often does a speed limit sign need to be posted,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of National Football League records (individual),who has scored the most touchdowns this year,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of Dragon Ball Z episodes,how many episodes are there in dragon ball z,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",291,291 episodes,291,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Radio Romance (TV series),radio romance ep 4 eng sub my asian tv,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Qaumi Taranah,how many words are in national anthem of pakistan,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Last of a Dyin' Breed,lynyrd skynyrd last of a dying breed album,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Truman Doctrine,what was the soviets response to the truman doctrine,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Law & Order: Special Victims Unit,cast of law & order special victim unit,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Christopher Meloni,Mariska Hargitay,Richard Belzer,Dann Florek,Michelle Hurd,Stephanie March,Ice - T,Tamara Tunie,B.D. Wong,Diane Neal,Adam Beach,Michaela McManus,Danny Pino,Kelli Giddish,Raúl Esparza,Peter Scanavino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Total Eclipse of the Heart,what is the total eclipse of the heart video about,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of Justices of the Supreme Court of Sri Lanka,names of supreme court judges in sri lanka,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Federalism,where in the constitution is the concept of federalism established,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Honey bee,where do honey bees live in the world,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Firestone Tire and Rubber Company,are all firestone tires made in the usa,"['NO', 'NO', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Address Resolution Protocol,the arp request is sent to which of the following layer 2 destination addresses,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Central London Property Trust Ltd v High Trees House Ltd,central london properties v high trees house 1947,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Earswick,who designed the garden city of new earswick,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",The planner Raymond Unwin and the architect Barry Parker,planner Raymond Unwin and the architect Barry Parker,planner Raymond Unwin,architect Barry Parker,Raymond Unwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Now That I've Found You: A Collection,alison krauss now that i've found you album,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Evolution of the eye,what is the first step in the evolution of the eye,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",photoreceptor proteins that sense light,eyespots,"photoreceptor proteins that sense light , found even in unicellular organisms , called `` eyespots ''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Curse of Oak Island,where is the tv show the curse of oak island filmed,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Oak Island,Oak Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Gallbladder,where is gall bladder situated in human body,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",beneath the liver,beneath the liver,beneath the liver,beneath the liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Director of the United States Mint,who is the current director of the us mint,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",David Motl,David J. Ryder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Don't Lose My Number,youtube phil collins don't lose my number,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Alex Karev,when does karev die in grey's anatomy,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,African Footballer of the Year,who was named african footballer of the year 2014,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Yaya Touré,Yaya Touré,Yaya Touré,Yaya Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Joy to the World (Three Dog Night song),meaning of joy to the world by three dog night,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lithium,what is the main mineral in lithium batteries,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",lithium,Lithium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Alex P. Keaton,why did alex and ellen break up on family ties,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Fundamental rights in India,right to property according to the constitution of india is a,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",constitutional right,constitutional right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,President of the United States,who is the president of usa right now,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Donald Trump,Donald Trump,Donald Trump,Donald Trump,Donald Trump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Adobe Flash,what is the use of adobe flash cs3 professional,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",supported modern programming practices and enabled business applications to be developed with Flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ebola virus cases in the United States,did anyone die from ebola in the us,"['YES', 'YES', 'YES', 'NONE', 'YES']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,John's Incredible Pizza Company,how much is john incredible pizza to get in,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Middle cranial fossa,what part of the brain is in the middle cranial fossa,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",the temporal lobes,temporal lobes,pituitary gland,the temporal lobes,the pituitary gland,the temporal lobes,the pituitary gland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Outsiders (novel),where do the greasers live in the outsiders,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","Tulsa , Oklahoma",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Flight (Grey's Anatomy),who died in the plane crash greys anatomy,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Lexie,Dr. Lexie Grey,Dr. Lexie Grey,Lexie,Dr. Lexie Grey ( Chyler Leigh ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
