,document_title,question_text,yes_no_answer,short_answer1,short_answer2,short_answer3,short_answer4,short_answer5,short_answer6,short_answer7,short_answer8,short_answer9,short_answer10,short_answer11,short_answer12,short_answer13,short_answer14,short_answer15,short_answer16,short_answer17,short_answer18,short_answer19,short_answer20,short_answer21,short_answer22,short_answer23,short_answer24,short_answer25,short_answer26,short_answer27,short_answer28,short_answer29,short_answer30
0,Treaty on the Functioning of the European Union,treaty on the functioning of the european union eur-lex,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,My Name Is Jack,song my name is jack and i live in the back,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Evolution of the horse,when did equus first appear in fossil record,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",1820s,about 3.5 mya,~ 3.5 million years old,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Percy Jackson & the Olympians: The Lightning Thief,where was percy jackson and the olympians filmed,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Vancouver,"the Parthenon in Nashville , Tennessee","Mission , British Columbia","on location in Brooklyn , New York",,,,,,,,,,,,,,,,,,,,,,,,,,
0,United States men's national ice hockey team,how many medals has the american team won,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of amendments to the United States Constitution,when was the last amendment to the constitution passed,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","May 5 , 1992","May 5 , 1992","May 5 , 1992","May 5 , 1992",,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chinese marriage,who continues to exist according to the zhou chinese,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Remittance,sending money home to the native country is an example of,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",remittance,remittance,remittance,international capital flows,remittance,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of National Basketball Association career scoring leaders,how many points did lebron james scored in his career,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","31,038","31,038","31,038","31,038",,,,,,,,,,,,,,,,,,,,,,,,,,
0,Foreign Account Tax Compliance Act,what is foreign account tax compliance act (fatca),"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","a 2010 United States federal law requiring all non-U.S. ( ' foreign ' ) financial institutions ( FFIs ) to search their records for customers with indicia of ' U.S. - person ' status , such as a U.S. place of birth , and to report the assets and identities of such persons to the U.S. Department of the Treasury","a 2010 United States federal law requiring all non-U.S. ( ' foreign ' ) financial institutions ( FFIs ) to search their records for customers with indicia of ' U.S. - person ' status , such as a U.S. place of birth , and to report the assets and identities of such persons to the U.S. Department of the Treasury","a 2010 United States federal law requiring all non-U.S. ( ' foreign ' ) financial institutions ( FFIs ) to search their records for customers with indicia of ' U.S. - person ' status , such as a U.S. place of birth , and to report the assets and identities of such persons to the U.S. Department of the Treasury",,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Latin America–United States relations,united states forces intervened in latin american governments when,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of Prime Ministers of India by longevity,how many indian prime ministers were born in independent india,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Since I Don't Have You,i dont have anything since i dont have you,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Perks of Being a Wallflower,who was charlie writing to in perks of being a wallflower movie,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",an unknown recipient,an unknown recipient,an unknown recipient,an unknown recipient,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Fiorello H. LaGuardia High School,how many students audition for laguardia high school,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Real Thing (story),what is henry james the real thing about,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",the unfortunate victims of a society in which reality and representation are closely intertwined in ways that make art a difficult project to untangle the two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2015 Australian Open – Men's Singles,who won the men's single title of australia open on 1 february 2015,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Djokovic,Novak Djokovic,Novak Djokovic,Novak Djokovic,Novak Djokovic,,,,,,,,,,,,,,,,,,,,,,,,,
0,Greg Wise,who played mr. willoughby in sense and sensibility,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Matthew Gregory Wise,Matthew Gregory Wise,Matthew Gregory Wise,Matthew Gregory Wise,Matthew Gregory Wise,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of Star vs. the Forces of Evil episodes,when is star vs the forces of evil coming back 2018,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","March 3 , 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Soviet Union,when did the soviet union start and end,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",in Eurasia,in Eurasia,in Eurasia,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Santa Claus,who is the character of santa claus based on,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Saint Nicholas,Father Christmas,Sinterklaas,Wodan,the historical Saint Nicholas ( a fourth - century Greek bishop and gift - giver of Myra ),the British figure of Father Christmas,the Dutch figure of Sinterklaas ( himself also based on Saint Nicholas ),elements of the Germanic god Wodan,Saint Nicholas,Father Christmas,Sinterklaas,Wodan,,,,,,,,,,,,,,,,,,
0,Ving Rhames,who does the we have the meats voice,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Next Iron Chef,who wins the next iron chef super chefs,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Geoffrey Zakarian,Zakarian,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Prostitution in Kolkata,how to reach red light area in kolkata,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Anterior pituitary,where are the hormones of the anterior pituitary created,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","The pars distalis , ( distal part )","The pars distalis , ( distal part )",The pars distalis,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Immunoassay,what is the difference between an unknown sample and a control,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Vampire Diaries (season 7),is season 7 the last season of the vampire diaries,"['NO', 'NO', 'NO', 'NO', 'NO']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of World Table Tennis Championships medalists,who has won table tennis national championship recently,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,My Three Sons,where are the stars of my three sons now,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,What Makes You Beautiful,where was one direction what makes you beautiful filmed,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","Malibu , California","Malibu , California","Malibu , California","a Malibu , California beach","Malibu , California",,,,,,,,,,,,,,,,,,,,,,,,,
0,Women's National Basketball Association,who got the best record in the wnba,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pertussis,when did they start vaccinating for whooping cough,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",the 1940s,the 1940s,the 1920s,the 1940s,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1918 flu pandemic,what was the worst flu season in history,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Majority Leader of the New York State Senate,who is the new york state senate majority leader,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",John J. Flanagan,John J. Flanagan,John J. Flanagan,John J. Flanagan,John J. Flanagan,,,,,,,,,,,,,,,,,,,,,,,,,
0,Michelangelo,who created the pieta and also painted the ceiling of the sistine chapel,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Michelangelo,Michelangelo,Michelangelo,Michelangelo,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Core (optical fiber),the core of an optical fiber has a,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",cylinder of glass or plastic that runs along the fiber 's length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Facts of Life (TV series),the cast of the facts of life tv show,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of Boy Meets World characters,who played cory's older brother on boy meets world,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Will Friedle,Will Friedle,Will Friedle,Will Friedle,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rockstar (Nickelback song),who sings i want to be a rockstar,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Canadian rock band Nickelback,Nickelback,Canadian rock band Nickelback,Canadian rock band Nickelback,Billy Gibbons of ZZ Top,Nickelback,,,,,,,,,,,,,,,,,,,,,,,,
0,2017–18 Virginia Cavaliers men's basketball team,who did virginia cavaliers lose to in basketball this year,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",UMBC,West Virginia,Virginia Tech,UMBC,West Virginia,Virginia Tech,UMBC,UMBC,,,,,,,,,,,,,,,,,,,,,,
0,List of Alabama Crimson Tide bowl games,how many times has alabama been to the rose bowl,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,George II of Great Britain,who was the king of england in 1756,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",George II,George II,George II,George II,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cinque Terre,where is cinque terre italy on a map,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","Liguria , Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,RMS Titanic,what was the full name of the titanic,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",RMS Titanic,RMS Titanic,RMS Titanic,RMS Titanic,RMS Titanic,,,,,,,,,,,,,,,,,,,,,,,,,
0,Strange Case of Dr Jekyll and Mr Hyde,the strange case of jekyll and hyde characters,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tenth Amendment to the United States Constitution,to whom do the powers not given to the federal government by the constitution go,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",the states or the people,the states or the people,the states or the people,the states or the people,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Boy Scouts of America,which president of the united states was a boy scout,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Gerald Ford,Gerald Ford,President Gerald Ford,Gerald Ford,Gerald Ford,,,,,,,,,,,,,,,,,,,,,,,,,
0,Orozco,where does the last name orozco originate from,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Spanish / Basque origin,Spanish / Basque origin,Spanish / Basque origin,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Don't Have a Cow (That's So Raven),that's so raven don't have a cow episode,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Bronx,which river separates the bronx in new york city from manhattan island,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Harlem River,Harlem River,the Harlem River,the Harlem River,Harlem River,,,,,,,,,,,,,,,,,,,,,,,,,
0,Stop and identify statutes,do you have to identify yourself to police in georgia,"['NONE', 'YES', 'YES', 'NONE', 'YES']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Allele frequency,what is the difference between genotype and allele frequencies,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Climate of Ecuador,what is the average temperature in ecuador in january,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey's Anatomy (season 3),derek and meredith get back together season 3,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Staring at the Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Paschim Banga Gramin Bank,list of regional rural banks in west bengal,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Red wolf,where does the red wolf live in the world,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",the southeastern United States,southeastern United States,the southeastern United States,the southeastern United States,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Merseyside derby,who has played in the most premier league derbies,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Neville Southall,Neville Southall,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sam Winchester,why did sam want dean to become a vampire,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Sam 's soul is not with him,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Way You Move,i like the way you move video cast,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Fonzworth Bentley,Ki Toy Johnson,Big Boi,Sleepy Brown,Fonzworth Bentley,Ki Toy Johnson,Big Boi,Sleepy Brown,Fonzworth Bentley,actress Ki Toy Johnson,Big Boi,Sleepy Brown,,,,,,,,,,,,,,,,,,
0,2018 Commonwealth Games,is there horse riding in the commonwealth games,"['NONE', 'NO', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Escherichia coli,what is the full scientific name for the e. coli bacteria,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Escherichia coli,Escherichia coli,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rock and Roll Hall of Fame,when was the rock and roll hall of fame built in cleveland,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",September 1995,on the shore of Lake Erie in downtown,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Fire and Fury,what is the meaning of fire and fury,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chief Election Commissioner of India,who acts as the chairman of the election commission,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Achal Kumar Jyoti,The Chief Election Commissioner,Chief Election Commissioner,Achal Kumar Jyoti,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Doreen Mantle,who played mrs warboys in one foot in the grave,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Doreen Mantle,Doreen Mantle,Doreen Mantle,Doreen Mantle,Doreen Mantle,,,,,,,,,,,,,,,,,,,,,,,,,
0,Diary of a Wimpy Kid: Dog Days (film),where was the diary of a wimpy kid filmed,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Vancouver,Vancouver,"Coquitlam , BC","Richmond , BC",,,,,,,,,,,,,,,,,,,,,,,,,,
0,Humble and Kind,who wrote the song always be humble and kind,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Lori McKenna,Lori McKenna,Lori McKenna,Lori McKenna,Lori McKenna,,,,,,,,,,,,,,,,,,,,,,,,,
0,LM317,the lm317 is an example of an ic,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of backward compatible games for Xbox One,does xbox 360 games work on xbox one,"['NONE', 'NONE', 'YES', 'NONE', 'YES']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Game of Thrones,what is the time setting of game of thrones,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",medieval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Arsenic and Old Lace (play),where does arsenic and old lace take place,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","Brooklyn , New York","Brooklyn , New York","Brooklyn , New York","Brooklyn , New York",,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Secrets of the Immortal Nicholas Flamel,what is the second book in the alchemyst series,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",The Magician,The Magician,The Magician,The Magician,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Table of divisors,whats the greatest common factor of 20 and 32,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Nsit-Ubium,where is ikot okpudo located in akwa ibom state,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cat's in the Cradle,cats in the cradle and the man in the moon,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of Test cricket hat-tricks,bowler to take hattrick in both inning in test match,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",leg spinner Jimmy Matthews,leg spinner Jimmy Matthews,Jimmy Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Shooter (2007 film),where was the last scene in shooter filmed,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Halls (cough drop),how often can you have a halls cough drop,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cricket bat,what is the width of a cricket bat,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",no more than 4.25 inches ( 108 mm ),no more than 4.25 in ( 108 mm ),no more than 4.25 inches,4.25 inches ( 108 mm ),no more than 4.25 inches ( 108 mm ),,,,,,,,,,,,,,,,,,,,,,,,,
0,Along Came a Spider (film),who played alex cross in along came a spider,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Morgan Freeman,Morgan Freeman,Morgan Freeman,Morgan Freeman,Morgan Freeman,,,,,,,,,,,,,,,,,,,,,,,,,
0,Israeli Declaration of Independence,who was the first signatory of the israeli declaration of independence,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",David Ben - Gurion,David Ben - Gurion,David Ben - Gurion,David Ben - Gurion,David Ben - Gurion,,,,,,,,,,,,,,,,,,,,,,,,,
0,History of the periodic table,who came up with the first working periodic table,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Dmitri Mendeleev,Dmitri Mendeleev,Dmitri Mendeleev,Dmitri Mendeleev,Dmitri Mendeleev,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cyberman,when did cybermen first appear in doctor who,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",1966,1966,The Tenth Planet ( 1966 ),The Tenth Planet ( 1966 ),in 1966,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Eyes of the Dragon,the eyes of the dragon by stephen king,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Geography of Oklahoma,oklahoma's 10 geographic regions are defined by surface features called,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",ecological regions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Habitat,communities of similar organisms found in a particular environment are called,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",species,habitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,DuckTales (2017 TV series),who plays scrooge mcduck in the new ducktales,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",David Tennant,David Tennant,David Tennant,David Tennant,David Tennant,,,,,,,,,,,,,,,,,,,,,,,,,
0,I'm In the Mood for Dancing,who wrote i'm in the mood for dancing,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","Ben Findon , Mike Myers and Bob Puzey",Ben Findon,Mike Myers,Bob Puzey,Ben Findon,Mike Myers,Bob Puzey,Ben Findon,Mike Myers,Bob Puzey,Ben Findon,Mike Myers,Bob Puzey,,,,,,,,,,,,,,,,,
0,John Quincy Adams,who warned that a president who could be reelected again and again may easily become a king,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Thumb twiddling,what does it mean when you roll your thumbs,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","an example of a useless , time - wasting activity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of 400-yard passing games in the National Football League,most passing yards in nfl history in a game,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Norm Van Brocklin,554,Norm Van Brocklin,Norm Van Brocklin,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Los Angeles Dodgers,how many world series wins does the dodgers have,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",6,six,six,six,six,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of countries by number of military and paramilitary personnel,who has the world's largest standing army,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",China,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Freedom of the City,what does the keys to the city mean,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","symbolises the freedom of the recipient to enter and leave the city at will , as a trusted friend of city residents","evoking medieval walled cities , the gates of which would be guarded during the day and locked at night , the key symbolises the freedom of the recipient to enter and leave the city at will , as a trusted friend of city residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Wittig reaction,why is dmf used as a solvent in a wittig reaction,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Topographic map,what is one element a topographic map shows,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",relief,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Anoaʻi family,who is dwayne johnson related to in wwe,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2017 Nobel Peace Prize,who won the nobel peace prize for 2017,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",the International Campaign to Abolish Nuclear Weapons ( ICAN ),International Campaign to Abolish Nuclear Weapons ( ICAN ),the International Campaign to Abolish Nuclear Weapons ( ICAN ),the International Campaign to Abolish Nuclear Weapons ( ICAN ),the International Campaign to Abolish Nuclear Weapons ( ICAN ),,,,,,,,,,,,,,,,,,,,,,,,,
